student_id,post_time,platform,text_content,emotion_label,tokenized_text
S000074,2025-09-19 11:19:00,校园论坛,感觉自己什么都做不好，好失败... 分享给大家~,negative,感觉自己什么都做不好 好失败 分享给大家
S000074,2025-09-22 23:15:00,校园论坛,感觉和周围的人格格不入。,negative,感觉和周围的人格格不入
S000074,2025-10-21 14:49:00,校园论坛,耳机丢了，最近只能外放了。,neutral,耳机丢了 最近只能外放了
S000074,2025-10-31 03:28:00,校园论坛,今天食堂推出了新菜品，排队的人很多。 #校园生活,neutral,今天食堂推出了新菜品 排队的人很多
S000075,2025-09-09 18:06:00,校园论坛,电脑风扇声音很大，该清灰了。,neutral,电脑风扇声音很大 该清灰了
S000075,2025-09-26 14:07:00,树洞,小组项目进展顺利，大家配合得很好。 分享给大家~,positive,小组项目进展顺利 大家配合得很好 分享给大家
S000075,2025-10-11 19:24:00,校园论坛,图书馆二楼的自习室比较安静。,neutral,图书馆二楼的自习室比较安静
S000075,2025-10-20 00:45:00,树洞,今天的午餐特别好吃，食堂阿姨太棒了！ 加油！,positive,今天的午餐特别好吃 食堂阿姨太棒了 加油
S000075,2025-10-25 14:14:00,匿名留言板,天气预报说明天会下雨，记得带伞。,neutral,天气预报说明天会下雨 记得带伞
S000075,2025-10-26 12:01:00,匿名留言板,周末打算去超市买点日用品。 #记录,neutral,周末打算去超市买点日用品
S000076,2025-10-07 04:11:00,校园论坛,最近总是莫名的焦虑不安。 希望明天会更好,negative,最近总是莫名的焦虑不安 希望明天会更好
S000076,2025-10-16 00:31:00,匿名留言板,图书馆的氛围很好，学习效率很高。 分享给大家~,positive,图书馆的氛围很好 学习效率很高 分享给大家
S000076,2025-10-25 05:31:00,校园论坛,天气预报说明天会下雨，记得带伞。 分享给大家~,neutral,天气预报说明天会下雨 记得带伞 分享给大家
S000076,2025-10-29 19:11:00,匿名留言板,学校最近在举办运动会报名。 希望明天会更好,neutral,学校最近在举办运动会报名 希望明天会更好
S000076,2025-11-26 04:20:00,校园论坛,和同学讨论问题很有收获，团队合作很重要。,positive,和同学讨论问题很有收获 团队合作很重要
S000076,2025-11-28 04:32:00,匿名留言板,连续几天失眠，白天没精神。,negative,连续几天失眠 白天没精神
S000077,2025-10-17 17:52:00,校园论坛,今天食堂推出了新菜品，排队的人很多。 分享给大家~,neutral,今天食堂推出了新菜品 排队的人很多 分享给大家
S000077,2025-10-25 03:47:00,树洞,今天作业不多，可以早点休息。 #日常,neutral,今天作业不多 可以早点休息
S000077,2025-11-03 13:43:00,校园论坛,最近总是莫名的焦虑不安。 #记录,negative,最近总是莫名的焦虑不安
S000077,2025-11-03 17:32:00,匿名留言板,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ #日常,positive,运动完之后整个人都轻松了 强烈推荐大家多锻炼
S000077,2025-11-08 09:10:00,匿名留言板,图书馆二楼的自习室比较安静。 加油！,neutral,图书馆二楼的自习室比较安静 加油
S000077,2025-11-12 00:50:00,校园论坛,学校最近在举办运动会报名。,neutral,学校最近在举办运动会报名
S000078,2025-09-05 14:16:00,树洞,最近压力好大，睡不着觉。 #记录,negative,最近压力好大 睡不着觉
S000078,2025-09-16 07:13:00,校园论坛,图书馆二楼的自习室比较安静。 加油！,neutral,图书馆二楼的自习室比较安静 加油
S000078,2025-09-27 01:36:00,匿名留言板,期末复习太累了，脑子转不动。 希望明天会更好,negative,期末复习太累了 脑子转不动 希望明天会更好
S000078,2025-10-12 22:18:00,树洞,今天的午餐特别好吃，食堂阿姨太棒了！ 分享给大家~,positive,今天的午餐特别好吃 食堂阿姨太棒了 分享给大家
S000078,2025-11-26 03:08:00,树洞,手机内存不够了，需要清理一下。,neutral,手机内存不够了 需要清理一下
S000078,2025-11-30 19:40:00,匿名留言板,连续几天失眠，白天没精神。,negative,连续几天失眠 白天没精神
S000079,2025-09-01 23:05:00,匿名留言板,今天食堂推出了新菜品，排队的人很多。 给自己加油！,neutral,今天食堂推出了新菜品 排队的人很多 给自己加油
S000079,2025-10-02 21:25:00,校园论坛,今天摔了一跤，膝盖好疼... 给自己加油！,negative,今天摔了一跤 膝盖好疼 给自己加油
S000079,2025-10-06 22:59:00,校园论坛,今天食堂推出了新菜品，排队的人很多。 #记录,neutral,今天食堂推出了新菜品 排队的人很多
S000079,2025-10-16 02:50:00,树洞,感觉自己什么都做不好，好失败... #今天,negative,感觉自己什么都做不好 好失败
S000079,2025-10-24 12:28:00,匿名留言板,和朋友们一起吃饭好开心呀！ #今天,positive,和朋友们一起吃饭好开心呀
S000079,2025-11-23 04:44:00,匿名留言板,今天作业不多，可以早点休息。,neutral,今天作业不多 可以早点休息
S000080,2025-10-06 02:41:00,匿名留言板,最近压力好大，睡不着觉。 #校园生活,negative,最近压力好大 睡不着觉
S000080,2025-10-25 06:44:00,树洞,学校最近在举办运动会报名。,neutral,学校最近在举办运动会报名
S000080,2025-10-29 00:07:00,校园论坛,天气预报说明天会下雨，记得带伞。 #记录,neutral,天气预报说明天会下雨 记得带伞
S000080,2025-11-03 08:20:00,匿名留言板,快递到了，要去菜鸟驿站取。 分享给大家~,neutral,快递到了 要去菜鸟驿站取 分享给大家
S000080,2025-11-12 15:50:00,校园论坛,考试没考好，心情很低落...,negative,考试没考好 心情很低落
S000080,2025-11-23 05:03:00,匿名留言板,想家了，好想回家... 加油！,negative,想家了 好想回家 加油
S000081,2025-09-10 04:37:00,校园论坛,今天尝试了一道新菜，很成功！,positive,今天尝试了一道新菜 很成功
S000081,2025-09-19 02:33:00,校园论坛,连续几天失眠，白天没精神。 给自己加油！,negative,连续几天失眠 白天没精神 给自己加油
S000081,2025-09-30 13:41:00,校园论坛,运动完之后整个人都轻松了，强烈推荐大家多锻炼！,positive,运动完之后整个人都轻松了 强烈推荐大家多锻炼
S000081,2025-10-09 04:24:00,树洞,这周生活费还剩一半，需要省着点花。 给自己加油！,neutral,这周生活费还剩一半 需要省着点花 给自己加油
S000081,2025-10-14 03:55:00,校园论坛,对未来很迷茫，不知道该怎么办。 #记录,negative,对未来很迷茫 不知道该怎么办
S000081,2025-10-20 02:46:00,校园论坛,明天有小组会议，要准备一下PPT。 #校园生活,neutral,明天有小组会议 要准备一下 ppt
S000082,2025-09-11 07:35:00,匿名留言板,明天早八有课，要定闹钟了。 #日常,neutral,明天早八有课 要定闹钟了
S000082,2025-10-15 23:13:00,匿名留言板,这周生活费还剩一半，需要省着点花。 #今天,neutral,这周生活费还剩一半 需要省着点花
S000082,2025-10-20 11:27:00,校园论坛,对未来很迷茫，不知道该怎么办。,negative,对未来很迷茫 不知道该怎么办
S000082,2025-10-27 06:05:00,匿名留言板,这周生活费还剩一半，需要省着点花。,neutral,这周生活费还剩一半 需要省着点花
S000082,2025-11-05 06:47:00,校园论坛,考试没考好，心情很低落...,negative,考试没考好 心情很低落
S000082,2025-11-28 00:54:00,匿名留言板,学校最近在举办运动会报名。,neutral,学校最近在举办运动会报名
S000083,2025-09-02 08:13:00,匿名留言板,考试终于结束了，感觉发挥得不错！ #今天,positive,考试终于结束了 感觉发挥得不错
S000083,2025-09-02 11:59:00,校园论坛,人际交往好复杂，感觉好累。 希望明天会更好,negative,人际交往好复杂 感觉好累 希望明天会更好
S000083,2025-09-15 07:31:00,树洞,图书馆九点闭馆，需要早点去。 分享给大家~,neutral,图书馆九点闭馆 需要早点去 分享给大家
S000083,2025-11-09 21:11:00,匿名留言板,图书馆九点闭馆，需要早点去。,neutral,图书馆九点闭馆 需要早点去
S000083,2025-11-20 22:32:00,校园论坛,手机内存不够了，需要清理一下。 加油！,neutral,手机内存不够了 需要清理一下 加油
S000083,2025-11-21 17:34:00,校园论坛,下个月有英语四级考试，要开始准备了。,neutral,下个月有英语四级考试 要开始准备了
S000084,2025-09-18 22:00:00,匿名留言板,完成了所有作业，可以好好休息一下了。 分享给大家~,positive,完成了所有作业 可以好好休息一下了 分享给大家
S000084,2025-10-01 01:15:00,校园论坛,收到了好朋友的礼物，感动！,positive,收到了好朋友的礼物 感动
S000084,2025-10-04 05:23:00,树洞,今天的午餐特别好吃，食堂阿姨太棒了！ 加油！,positive,今天的午餐特别好吃 食堂阿姨太棒了 加油
S000084,2025-11-05 06:51:00,匿名留言板,今天的阳光很温暖，适合出去走走。 #今天,positive,今天的阳光很温暖 适合出去走走
S000084,2025-11-17 01:19:00,校园论坛,天气预报说明天会下雨，记得带伞。,neutral,天气预报说明天会下雨 记得带伞
S000084,2025-11-23 21:41:00,树洞,收到了好朋友的礼物，感动！ 加油！,positive,收到了好朋友的礼物 感动 加油
S000085,2025-09-04 10:51:00,校园论坛,论文写不出来，deadline又快到了。,negative,论文写不出来 又快到了 deadline
S000085,2025-09-15 07:47:00,校园论坛,考试没考好，心情很低落...,negative,考试没考好 心情很低落
S000085,2025-10-31 11:24:00,匿名留言板,天气预报说明天会下雨，记得带伞。,neutral,天气预报说明天会下雨 记得带伞
S000085,2025-11-12 05:23:00,匿名留言板,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ 希望明天会更好,positive,运动完之后整个人都轻松了 强烈推荐大家多锻炼 希望明天会更好
S000085,2025-11-13 20:04:00,校园论坛,论文写不出来，deadline又快到了。 #校园生活,negative,论文写不出来 又快到了 deadline
S000085,2025-11-23 13:14:00,校园论坛,每天都很忙碌但又觉得没有意义... 加油！,negative,每天都很忙碌但又觉得没有意义 加油
S000086,2025-09-10 18:23:00,校园论坛,考试终于结束了，感觉发挥得不错！,positive,考试终于结束了 感觉发挥得不错
S000086,2025-10-10 10:05:00,校园论坛,今天感觉好累，什么都不想做。 #校园生活,negative,今天感觉好累 什么都不想做
S000086,2025-10-23 00:14:00,校园论坛,今天感觉好累，什么都不想做。 #校园生活,negative,今天感觉好累 什么都不想做
S000086,2025-11-03 06:46:00,校园论坛,今天作业不多，可以早点休息。,neutral,今天作业不多 可以早点休息
S000086,2025-11-06 01:25:00,匿名留言板,今天尝试了一道新菜，很成功！ #日常,positive,今天尝试了一道新菜 很成功
S000086,2025-11-12 09:47:00,匿名留言板,今天食堂推出了新菜品，排队的人很多。 #校园生活,neutral,今天食堂推出了新菜品 排队的人很多
S000087,2025-09-06 07:57:00,树洞,手机内存不够了，需要清理一下。 加油！,neutral,手机内存不够了 需要清理一下 加油
S000087,2025-10-01 09:16:00,树洞,下节课换到了更大的教室。 加油！,neutral,下节课换到了更大的教室 加油
S000087,2025-10-01 13:31:00,校园论坛,这周生活费还剩一半，需要省着点花。 加油！,neutral,这周生活费还剩一半 需要省着点花 加油
S000087,2025-10-21 02:37:00,树洞,每天都很忙碌但又觉得没有意义... 给自己加油！,negative,每天都很忙碌但又觉得没有意义 给自己加油
S000087,2025-10-29 23:05:00,匿名留言板,论文写不出来，deadline又快到了。,negative,论文写不出来 又快到了 deadline
S000087,2025-11-24 12:54:00,校园论坛,学校最近在举办运动会报名。,neutral,学校最近在举办运动会报名
S000088,2025-09-06 06:53:00,匿名留言板,这周生活费还剩一半，需要省着点花。,neutral,这周生活费还剩一半 需要省着点花
S000088,2025-09-16 17:22:00,校园论坛,周末打算去超市买点日用品。 #记录,neutral,周末打算去超市买点日用品
S000088,2025-10-04 03:05:00,匿名留言板,和同学讨论问题很有收获，团队合作很重要。 加油！,positive,和同学讨论问题很有收获 团队合作很重要 加油
S000088,2025-10-12 10:28:00,校园论坛,和朋友们一起吃饭好开心呀！,positive,和朋友们一起吃饭好开心呀
S000088,2025-10-16 12:32:00,树洞,和同学讨论问题很有收获，团队合作很重要。 #日常,positive,和同学讨论问题很有收获 团队合作很重要
S000088,2025-11-14 03:09:00,校园论坛,今天尝试了一道新菜，很成功！ #记录,positive,今天尝试了一道新菜 很成功
S000089,2025-09-13 14:06:00,校园论坛,这周生活费还剩一半，需要省着点花。,neutral,这周生活费还剩一半 需要省着点花
S000089,2025-09-23 00:25:00,匿名留言板,电脑风扇声音很大，该清灰了。 加油！,neutral,电脑风扇声音很大 该清灰了 加油
S000089,2025-09-26 20:28:00,校园论坛,图书馆九点闭馆，需要早点去。 #校园生活,neutral,图书馆九点闭馆 需要早点去
S000089,2025-09-29 04:12:00,匿名留言板,室友今天生日，准备买个蛋糕。 给自己加油！,neutral,室友今天生日 准备买个蛋糕 给自己加油
S000089,2025-10-30 01:10:00,校园论坛,手机内存不够了，需要清理一下。 加油！,neutral,手机内存不够了 需要清理一下 加油
S000089,2025-11-22 02:37:00,树洞,最近压力好大，睡不着觉。,negative,最近压力好大 睡不着觉
S000090,2025-09-04 12:43:00,树洞,生活费快花完了，又不好意思向家里要...,negative,生活费快花完了 又不好意思向家里要
S000090,2025-10-02 20:18:00,校园论坛,感觉和周围的人格格不入。 #记录,negative,感觉和周围的人格格不入
S000090,2025-10-06 08:28:00,匿名留言板,食堂今天的菜色和昨天差不多。 希望明天会更好,neutral,食堂今天的菜色和昨天差不多 希望明天会更好
S000090,2025-10-06 12:08:00,匿名留言板,论文写不出来，deadline又快到了。,negative,论文写不出来 又快到了 deadline
S000090,2025-11-02 11:58:00,校园论坛,今天的课好难，完全听不懂。 #今天,negative,今天的课好难 完全听不懂
S000090,2025-11-09 00:24:00,匿名留言板,室友今天生日，准备买个蛋糕。 #记录,neutral,室友今天生日 准备买个蛋糕
S000091,2025-09-04 10:38:00,树洞,今天的午餐特别好吃，食堂阿姨太棒了！,positive,今天的午餐特别好吃 食堂阿姨太棒了
S000091,2025-10-11 23:44:00,匿名留言板,今天摔了一跤，膝盖好疼...,negative,今天摔了一跤 膝盖好疼
S000091,2025-10-16 18:36:00,匿名留言板,周末和室友一起去看了电影，很放松！ #记录,positive,周末和室友一起去看了电影 很放松
S000091,2025-10-20 11:59:00,校园论坛,天气预报说明天会下雨，记得带伞。,neutral,天气预报说明天会下雨 记得带伞
S000091,2025-10-31 16:22:00,校园论坛,今天作业不多，可以早点休息。,neutral,今天作业不多 可以早点休息
S000091,2025-11-24 07:17:00,匿名留言板,考试没考好，心情很低落...,negative,考试没考好 心情很低落
S000092,2025-09-10 11:45:00,校园论坛,下节课换到了更大的教室。 希望明天会更好,neutral,下节课换到了更大的教室 希望明天会更好
S000092,2025-09-23 15:02:00,校园论坛,完成了一个月的早起打卡计划，坚持就是胜利！ 希望明天会更好,positive,完成了一个月的早起打卡计划 坚持就是胜利 希望明天会更好
S000092,2025-10-09 10:08:00,树洞,手机内存不够了，需要清理一下。 给自己加油！,neutral,手机内存不够了 需要清理一下 给自己加油
S000092,2025-10-14 22:11:00,校园论坛,快递到了，要去菜鸟驿站取。,neutral,快递到了 要去菜鸟驿站取
S000092,2025-11-07 15:00:00,树洞,连续几天失眠，白天没精神。,negative,连续几天失眠 白天没精神
S000092,2025-11-15 22:58:00,树洞,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ 分享给大家~,positive,运动完之后整个人都轻松了 强烈推荐大家多锻炼 分享给大家
S000093,2025-10-15 10:10:00,匿名留言板,图书馆九点闭馆，需要早点去。 加油！,neutral,图书馆九点闭馆 需要早点去 加油
S000093,2025-10-21 18:02:00,校园论坛,今天的阳光很温暖，适合出去走走。 希望明天会更好,positive,今天的阳光很温暖 适合出去走走 希望明天会更好
S000093,2025-11-12 03:59:00,校园论坛,今天的课好难，完全听不懂。 加油！,negative,今天的课好难 完全听不懂 加油
S000093,2025-11-18 11:14:00,校园论坛,天气预报说明天会下雨，记得带伞。 #今天,neutral,天气预报说明天会下雨 记得带伞
S000093,2025-11-23 10:11:00,树洞,电脑风扇声音很大，该清灰了。 加油！,neutral,电脑风扇声音很大 该清灰了 加油
S000093,2025-11-28 09:08:00,树洞,今天天气真好，心情也很棒！ 加油！,positive,今天天气真好 心情也很棒 加油
S000094,2025-09-05 09:01:00,校园论坛,感觉好孤独，没有人理解我...,negative,感觉好孤独 没有人理解我
S000094,2025-09-22 13:31:00,校园论坛,室友今天生日，准备买个蛋糕。 分享给大家~,neutral,室友今天生日 准备买个蛋糕 分享给大家
S000094,2025-10-03 03:46:00,匿名留言板,图书馆的氛围很好，学习效率很高。 #记录,positive,图书馆的氛围很好 学习效率很高
S000094,2025-10-13 14:00:00,校园论坛,完成了一个月的早起打卡计划，坚持就是胜利！ 加油！,positive,完成了一个月的早起打卡计划 坚持就是胜利 加油
S000094,2025-10-19 05:46:00,匿名留言板,和朋友们一起吃饭好开心呀！ #校园生活,positive,和朋友们一起吃饭好开心呀
S000094,2025-11-01 18:41:00,校园论坛,今天作业不多，可以早点休息。,neutral,今天作业不多 可以早点休息
S000095,2025-09-04 06:10:00,树洞,图书馆九点闭馆，需要早点去。 #记录,neutral,图书馆九点闭馆 需要早点去
S000095,2025-09-12 09:52:00,校园论坛,明天早八有课，要定闹钟了。 #记录,neutral,明天早八有课 要定闹钟了
S000095,2025-09-21 01:06:00,匿名留言板,感觉自己什么都做不好，好失败... #今天,negative,感觉自己什么都做不好 好失败
S000095,2025-11-09 08:42:00,校园论坛,完成了一个月的早起打卡计划，坚持就是胜利！,positive,完成了一个月的早起打卡计划 坚持就是胜利
S000095,2025-11-13 17:53:00,校园论坛,考试没考好，心情很低落... #校园生活,negative,考试没考好 心情很低落
S000095,2025-11-18 15:45:00,树洞,今天上课老师讲的内容很有趣，学到了很多新知识。 希望明天会更好,positive,今天上课老师讲的内容很有趣 学到了很多新知识 希望明天会更好
S000096,2025-10-04 14:29:00,校园论坛,今天的午餐特别好吃，食堂阿姨太棒了！ 希望明天会更好,positive,今天的午餐特别好吃 食堂阿姨太棒了 希望明天会更好
S000096,2025-10-10 12:30:00,匿名留言板,期末复习太累了，脑子转不动。,negative,期末复习太累了 脑子转不动
S000096,2025-10-20 05:23:00,校园论坛,室友今天生日，准备买个蛋糕。,neutral,室友今天生日 准备买个蛋糕
S000096,2025-11-08 21:55:00,校园论坛,图书馆二楼的自习室比较安静。,neutral,图书馆二楼的自习室比较安静
S000096,2025-11-15 07:35:00,校园论坛,图书馆的氛围很好，学习效率很高。 分享给大家~,positive,图书馆的氛围很好 学习效率很高 分享给大家
S000096,2025-11-29 21:06:00,校园论坛,完成了所有作业，可以好好休息一下了。 分享给大家~,positive,完成了所有作业 可以好好休息一下了 分享给大家
S000097,2025-09-09 02:24:00,树洞,感觉和周围的人格格不入。 #校园生活,negative,感觉和周围的人格格不入
S000097,2025-09-11 12:57:00,匿名留言板,食堂今天的菜色和昨天差不多。 分享给大家~,neutral,食堂今天的菜色和昨天差不多 分享给大家
S000097,2025-09-11 21:27:00,校园论坛,收到了心仪公司的offer，太激动了！ 希望明天会更好,positive,收到了心仪公司的 太激动了 希望明天会更好 offer
S000097,2025-10-28 05:10:00,校园论坛,周末打算去超市买点日用品。,neutral,周末打算去超市买点日用品
S000097,2025-11-06 14:58:00,匿名留言板,明天早八有课，要定闹钟了。 希望明天会更好,neutral,明天早八有课 要定闹钟了 希望明天会更好
S000097,2025-11-06 18:43:00,树洞,这周生活费还剩一半，需要省着点花。,neutral,这周生活费还剩一半 需要省着点花
S000098,2025-09-05 12:56:00,匿名留言板,今天作业不多，可以早点休息。,neutral,今天作业不多 可以早点休息
S000098,2025-09-13 03:36:00,树洞,学校最近在举办运动会报名。 分享给大家~,neutral,学校最近在举办运动会报名 分享给大家
S000098,2025-09-23 08:25:00,匿名留言板,和新同学认识聊得很愉快，交到了新朋友。 给自己加油！,positive,和新同学认识聊得很愉快 交到了新朋友 给自己加油
S000098,2025-10-05 11:01:00,校园论坛,想家了，好想回家... #日常,negative,想家了 好想回家
S000098,2025-10-23 08:24:00,校园论坛,图书馆二楼的自习室比较安静。 希望明天会更好,neutral,图书馆二楼的自习室比较安静 希望明天会更好
S000098,2025-10-24 03:26:00,匿名留言板,解决了困扰我好久的问题，太开心了！ 希望明天会更好,positive,解决了困扰我好久的问题 太开心了 希望明天会更好
S000099,2025-09-08 16:50:00,匿名留言板,和同学讨论问题很有收获，团队合作很重要。 加油！,positive,和同学讨论问题很有收获 团队合作很重要 加油
S000099,2025-09-18 16:56:00,树洞,今天和室友闹矛盾了，心情很差。,negative,今天和室友闹矛盾了 心情很差
S000099,2025-09-26 01:15:00,匿名留言板,考试终于结束了，感觉发挥得不错！ #校园生活,positive,考试终于结束了 感觉发挥得不错
S000099,2025-10-27 06:58:00,树洞,下周有社团活动，需要招募志愿者。 分享给大家~,neutral,下周有社团活动 需要招募志愿者 分享给大家
S000099,2025-10-27 10:17:00,校园论坛,明天早八有课，要定闹钟了。 给自己加油！,neutral,明天早八有课 要定闹钟了 给自己加油
S000099,2025-11-02 22:43:00,校园论坛,完成了一个月的早起打卡计划，坚持就是胜利！,positive,完成了一个月的早起打卡计划 坚持就是胜利
S000100,2025-09-28 07:41:00,匿名留言板,周末和室友一起去看了电影，很放松！ #日常,positive,周末和室友一起去看了电影 很放松
S000100,2025-10-06 11:52:00,树洞,人际交往好复杂，感觉好累。 给自己加油！,negative,人际交往好复杂 感觉好累 给自己加油
S000100,2025-10-31 18:35:00,匿名留言板,今天和室友闹矛盾了，心情很差。 #日常,negative,今天和室友闹矛盾了 心情很差
S000100,2025-11-05 00:55:00,树洞,今天上了三节课，分别是高数、英语和体育。 #记录,neutral,今天上了三节课 分别是高数 英语和体育
S000100,2025-11-27 00:15:00,校园论坛,连续几天失眠，白天没精神。 #记录,negative,连续几天失眠 白天没精神
S000100,2025-11-28 02:18:00,树洞,考试终于结束了，感觉发挥得不错！,positive,考试终于结束了 感觉发挥得不错
S000101,2025-09-14 00:32:00,匿名留言板,室友今天生日，准备买个蛋糕。 分享给大家~,neutral,室友今天生日 准备买个蛋糕 分享给大家
S000101,2025-10-06 20:20:00,匿名留言板,下个月有英语四级考试，要开始准备了。 给自己加油！,neutral,下个月有英语四级考试 要开始准备了 给自己加油
S000101,2025-10-10 22:45:00,树洞,手机内存不够了，需要清理一下。 #今天,neutral,手机内存不够了 需要清理一下
S000101,2025-10-29 08:13:00,校园论坛,论文写不出来，deadline又快到了。 希望明天会更好,negative,论文写不出来 又快到了 希望明天会更好 deadline
S000101,2025-11-17 09:19:00,校园论坛,下周有社团活动，需要招募志愿者。,neutral,下周有社团活动 需要招募志愿者
S000101,2025-11-22 05:38:00,匿名留言板,今天作业不多，可以早点休息。 #日常,neutral,今天作业不多 可以早点休息
S000102,2025-09-22 21:56:00,校园论坛,想家了，好想回家...,negative,想家了 好想回家
S000102,2025-11-03 09:16:00,匿名留言板,下节课换到了更大的教室。 #今天,neutral,下节课换到了更大的教室
S000102,2025-11-14 22:36:00,匿名留言板,快递到了，要去菜鸟驿站取。 加油！,neutral,快递到了 要去菜鸟驿站取 加油
S000102,2025-11-16 12:42:00,校园论坛,对未来很迷茫，不知道该怎么办。 加油！,negative,对未来很迷茫 不知道该怎么办 加油
S000102,2025-11-23 09:12:00,树洞,完成了一个月的早起打卡计划，坚持就是胜利！,positive,完成了一个月的早起打卡计划 坚持就是胜利
S000102,2025-11-27 17:40:00,校园论坛,室友今天生日，准备买个蛋糕。 分享给大家~,neutral,室友今天生日 准备买个蛋糕 分享给大家
S000103,2025-09-20 04:12:00,校园论坛,今天摔了一跤，膝盖好疼... #记录,negative,今天摔了一跤 膝盖好疼
S000103,2025-10-04 23:51:00,树洞,今天和室友闹矛盾了，心情很差。 给自己加油！,negative,今天和室友闹矛盾了 心情很差 给自己加油
S000103,2025-10-13 11:16:00,校园论坛,最近总是莫名的焦虑不安。,negative,最近总是莫名的焦虑不安
S000103,2025-11-04 03:55:00,校园论坛,耳机丢了，最近只能外放了。 #日常,neutral,耳机丢了 最近只能外放了
S000103,2025-11-21 18:37:00,树洞,图书馆九点闭馆，需要早点去。 #记录,neutral,图书馆九点闭馆 需要早点去
S000103,2025-11-23 02:14:00,匿名留言板,想家了，好想回家... #今天,negative,想家了 好想回家
S000104,2025-09-01 14:17:00,匿名留言板,今天上课老师讲的内容很有趣，学到了很多新知识。 希望明天会更好,positive,今天上课老师讲的内容很有趣 学到了很多新知识 希望明天会更好
S000104,2025-09-02 10:48:00,匿名留言板,周末打算去超市买点日用品。,neutral,周末打算去超市买点日用品
S000104,2025-09-24 02:31:00,匿名留言板,今天和室友闹矛盾了，心情很差。 #校园生活,negative,今天和室友闹矛盾了 心情很差
S000104,2025-11-01 12:00:00,校园论坛,周末和室友一起去看了电影，很放松！ 加油！,positive,周末和室友一起去看了电影 很放松 加油
S000104,2025-11-02 02:08:00,校园论坛,手机内存不够了，需要清理一下。 #今天,neutral,手机内存不够了 需要清理一下
S000104,2025-11-20 23:15:00,校园论坛,完成了所有作业，可以好好休息一下了。 #日常,positive,完成了所有作业 可以好好休息一下了
S000105,2025-09-22 12:01:00,匿名留言板,收到了心仪公司的offer，太激动了！,positive,收到了心仪公司的 太激动了 offer
S000105,2025-10-03 17:39:00,校园论坛,考试终于结束了，感觉发挥得不错！ 给自己加油！,positive,考试终于结束了 感觉发挥得不错 给自己加油
S000105,2025-10-08 14:46:00,校园论坛,论文写不出来，deadline又快到了。 #校园生活,negative,论文写不出来 又快到了 deadline
S000105,2025-10-20 16:37:00,校园论坛,最近压力好大，睡不着觉。,negative,最近压力好大 睡不着觉
S000105,2025-11-15 16:10:00,树洞,考试终于结束了，感觉发挥得不错！ #今天,positive,考试终于结束了 感觉发挥得不错
S000105,2025-11-27 04:21:00,匿名留言板,下周有社团活动，需要招募志愿者。 #校园生活,neutral,下周有社团活动 需要招募志愿者
S000106,2025-09-03 01:44:00,校园论坛,今天尝试了一道新菜，很成功！ #今天,positive,今天尝试了一道新菜 很成功
S000106,2025-09-13 21:33:00,校园论坛,和新同学认识聊得很愉快，交到了新朋友。 加油！,positive,和新同学认识聊得很愉快 交到了新朋友 加油
S000106,2025-09-14 16:46:00,匿名留言板,学校最近在举办运动会报名。,neutral,学校最近在举办运动会报名
S000106,2025-10-03 15:44:00,校园论坛,今天天气真好，心情也很棒！ #日常,positive,今天天气真好 心情也很棒
S000106,2025-10-16 22:26:00,校园论坛,考试终于结束了，感觉发挥得不错！ 分享给大家~,positive,考试终于结束了 感觉发挥得不错 分享给大家
S000106,2025-11-03 06:38:00,树洞,今天的午餐特别好吃，食堂阿姨太棒了！ 分享给大家~,positive,今天的午餐特别好吃 食堂阿姨太棒了 分享给大家
S000107,2025-09-06 00:54:00,校园论坛,今天上课老师讲的内容很有趣，学到了很多新知识。 #校园生活,positive,今天上课老师讲的内容很有趣 学到了很多新知识
S000107,2025-09-12 03:53:00,树洞,被同学误会了，解释也没人听...,negative,被同学误会了 解释也没人听
S000107,2025-09-27 22:59:00,校园论坛,最近食欲不好，什么都不想吃。,negative,最近食欲不好 什么都不想吃
S000107,2025-10-08 08:29:00,树洞,今天上课老师讲的内容很有趣，学到了很多新知识。,positive,今天上课老师讲的内容很有趣 学到了很多新知识
S000107,2025-10-17 21:20:00,树洞,感觉好孤独，没有人理解我...,negative,感觉好孤独 没有人理解我
S000107,2025-11-05 02:46:00,校园论坛,下个月有英语四级考试，要开始准备了。 给自己加油！,neutral,下个月有英语四级考试 要开始准备了 给自己加油
S000108,2025-09-08 05:06:00,树洞,今天摔了一跤，膝盖好疼... #记录,negative,今天摔了一跤 膝盖好疼
S000108,2025-09-24 03:25:00,树洞,最近总是莫名的焦虑不安。 #日常,negative,最近总是莫名的焦虑不安
S000108,2025-10-27 19:17:00,树洞,图书馆九点闭馆，需要早点去。 #校园生活,neutral,图书馆九点闭馆 需要早点去
S000108,2025-11-26 14:11:00,校园论坛,室友今天生日，准备买个蛋糕。 希望明天会更好,neutral,室友今天生日 准备买个蛋糕 希望明天会更好
S000108,2025-11-27 23:57:00,树洞,小组项目进展顺利，大家配合得很好。,positive,小组项目进展顺利 大家配合得很好
S000108,2025-11-28 15:51:00,校园论坛,今天和室友闹矛盾了，心情很差。,negative,今天和室友闹矛盾了 心情很差
S000109,2025-10-02 15:22:00,树洞,下节课换到了更大的教室。,neutral,下节课换到了更大的教室
