student_id,post_time,platform,text_content,emotion_label
S000143,2025-09-08 19:17:00,校园论坛,最近压力好大，睡不着觉。 #日常,negative
S000143,2025-09-25 16:42:00,匿名留言板,今天上课老师讲的内容很有趣，学到了很多新知识。 分享给大家~,positive
S000143,2025-09-28 16:06:00,校园论坛,完成了一个月的早起打卡计划，坚持就是胜利！ 分享给大家~,positive
S000143,2025-10-24 23:06:00,匿名留言板,图书馆二楼的自习室比较安静。 #校园生活,neutral
S000143,2025-11-04 10:42:00,树洞,和新同学认识聊得很愉快，交到了新朋友。 #记录,positive
S000143,2025-11-29 21:27:00,匿名留言板,天气预报说明天会下雨，记得带伞。,neutral
S000144,2025-09-29 06:54:00,匿名留言板,期末复习太累了，脑子转不动。 分享给大家~,negative
S000144,2025-10-03 11:28:00,匿名留言板,人际交往好复杂，感觉好累。,negative
S000144,2025-10-07 19:01:00,校园论坛,想家了，好想回家...,negative
S000144,2025-10-11 17:20:00,校园论坛,手机内存不够了，需要清理一下。 给自己加油！,neutral
S000144,2025-10-12 19:15:00,匿名留言板,感觉自己什么都做不好，好失败... #今天,negative
S000144,2025-11-13 18:09:00,校园论坛,今天尝试了一道新菜，很成功！ #校园生活,positive
S000145,2025-09-12 18:25:00,校园论坛,感觉自己什么都做不好，好失败... 加油！,negative
S000145,2025-09-30 23:41:00,匿名留言板,今天上了三节课，分别是高数、英语和体育。 给自己加油！,neutral
S000145,2025-10-04 11:56:00,树洞,最近食欲不好，什么都不想吃。 #日常,negative
S000145,2025-10-09 01:46:00,匿名留言板,下节课换到了更大的教室。,neutral
S000145,2025-10-12 15:11:00,匿名留言板,今天摔了一跤，膝盖好疼...,negative
S000145,2025-10-13 11:56:00,树洞,手机内存不够了，需要清理一下。,neutral
S000146,2025-09-07 17:25:00,校园论坛,图书馆的氛围很好，学习效率很高。 分享给大家~,positive
S000146,2025-10-08 12:09:00,匿名留言板,和朋友们一起吃饭好开心呀！ #记录,positive
S000146,2025-10-12 16:44:00,匿名留言板,考试终于结束了，感觉发挥得不错！ 给自己加油！,positive
S000146,2025-10-19 01:19:00,匿名留言板,今天的课好难，完全听不懂。 分享给大家~,negative
S000146,2025-10-21 14:48:00,校园论坛,论文写不出来，deadline又快到了。,negative
S000146,2025-11-29 04:48:00,校园论坛,今天被老师表扬了，有点小骄傲！,positive
S000147,2025-09-04 09:10:00,匿名留言板,明天早八有课，要定闹钟了。 #记录,neutral
S000147,2025-09-11 03:47:00,树洞,和新同学认识聊得很愉快，交到了新朋友。,positive
S000147,2025-10-05 13:20:00,校园论坛,图书馆二楼的自习室比较安静。,neutral
S000147,2025-10-23 13:23:00,匿名留言板,今天的课好难，完全听不懂。 #校园生活,negative
S000147,2025-10-27 01:59:00,校园论坛,周末打算去超市买点日用品。 给自己加油！,neutral
S000147,2025-11-23 18:12:00,校园论坛,论文写不出来，deadline又快到了。,negative
S000148,2025-09-03 10:13:00,匿名留言板,周末打算去超市买点日用品。,neutral
S000148,2025-09-03 12:37:00,校园论坛,耳机丢了，最近只能外放了。,neutral
S000148,2025-09-08 09:12:00,校园论坛,明天早八有课，要定闹钟了。 #日常,neutral
S000148,2025-10-04 17:30:00,匿名留言板,这周生活费还剩一半，需要省着点花。 加油！,neutral
S000148,2025-10-07 00:21:00,校园论坛,明天有小组会议，要准备一下PPT。 #日常,neutral
S000148,2025-11-23 00:04:00,树洞,期末复习太累了，脑子转不动。 给自己加油！,negative
S000149,2025-09-03 01:15:00,校园论坛,学校最近在举办运动会报名。 #校园生活,neutral
S000149,2025-09-21 00:22:00,校园论坛,室友今天生日，准备买个蛋糕。 给自己加油！,neutral
S000149,2025-10-19 16:45:00,树洞,今天的阳光很温暖，适合出去走走。 #记录,positive
S000149,2025-11-04 08:51:00,树洞,今天的午餐特别好吃，食堂阿姨太棒了！ #今天,positive
S000149,2025-11-08 02:11:00,树洞,今天尝试了一道新菜，很成功！ 分享给大家~,positive
S000149,2025-11-24 11:55:00,校园论坛,和同学讨论问题很有收获，团队合作很重要。 给自己加油！,positive
S000150,2025-09-04 17:17:00,匿名留言板,今天的阳光很温暖，适合出去走走。 #今天,positive
S000150,2025-09-12 23:24:00,匿名留言板,连续几天失眠，白天没精神。 给自己加油！,negative
S000150,2025-09-19 20:59:00,校园论坛,今天和室友闹矛盾了，心情很差。 #校园生活,negative
S000150,2025-09-26 04:19:00,校园论坛,耳机丢了，最近只能外放了。,neutral
S000150,2025-10-24 07:36:00,校园论坛,和同学讨论问题很有收获，团队合作很重要。 希望明天会更好,positive
S000150,2025-11-09 04:13:00,匿名留言板,图书馆二楼的自习室比较安静。 分享给大家~,neutral
S000151,2025-09-11 22:49:00,校园论坛,论文写不出来，deadline又快到了。 希望明天会更好,negative
S000151,2025-09-14 04:11:00,校园论坛,和新同学认识聊得很愉快，交到了新朋友。 希望明天会更好,positive
S000151,2025-10-11 13:26:00,匿名留言板,期末复习太累了，脑子转不动。,negative
S000151,2025-11-08 23:07:00,校园论坛,收到了心仪公司的offer，太激动了！ 加油！,positive
S000151,2025-11-12 19:14:00,校园论坛,最近食欲不好，什么都不想吃。 给自己加油！,negative
S000151,2025-11-23 11:11:00,校园论坛,下周有社团活动，需要招募志愿者。 #记录,neutral
S000152,2025-09-06 19:47:00,匿名留言板,快递到了，要去菜鸟驿站取。 #今天,neutral
S000152,2025-09-25 07:02:00,树洞,今天感觉好累，什么都不想做。 #日常,negative
S000152,2025-09-29 23:42:00,校园论坛,周末打算去超市买点日用品。,neutral
S000152,2025-10-27 19:31:00,校园论坛,今天食堂推出了新菜品，排队的人很多。,neutral
S000152,2025-10-29 01:56:00,校园论坛,耳机丢了，最近只能外放了。 分享给大家~,neutral
S000152,2025-11-13 19:34:00,校园论坛,考试没考好，心情很低落... 分享给大家~,negative
S000153,2025-09-06 17:24:00,校园论坛,考试没考好，心情很低落...,negative
S000153,2025-10-21 09:49:00,校园论坛,今天食堂推出了新菜品，排队的人很多。,neutral
S000153,2025-10-28 02:46:00,树洞,今天和室友闹矛盾了，心情很差。 希望明天会更好,negative
S000153,2025-10-29 18:57:00,校园论坛,周末打算去超市买点日用品。 #记录,neutral
S000153,2025-11-18 01:44:00,树洞,对未来很迷茫，不知道该怎么办。 #记录,negative
S000153,2025-11-29 17:08:00,校园论坛,今天的课好难，完全听不懂。 #记录,negative
S000154,2025-09-12 03:45:00,匿名留言板,生活费快花完了，又不好意思向家里要...,negative
S000154,2025-09-20 05:55:00,校园论坛,考试终于结束了，感觉发挥得不错！ #今天,positive
S000154,2025-10-12 22:41:00,匿名留言板,天气预报说明天会下雨，记得带伞。 加油！,neutral
S000154,2025-10-19 01:49:00,树洞,今天的阳光很温暖，适合出去走走。 希望明天会更好,positive
S000154,2025-10-20 23:50:00,校园论坛,明天早八有课，要定闹钟了。,neutral
S000154,2025-10-28 09:40:00,校园论坛,收到了心仪公司的offer，太激动了！,positive
S000155,2025-09-11 19:38:00,匿名留言板,今天被老师表扬了，有点小骄傲！ #日常,positive
S000155,2025-09-12 01:06:00,匿名留言板,今天和室友闹矛盾了，心情很差。,negative
S000155,2025-09-19 01:42:00,校园论坛,连续几天失眠，白天没精神。 #日常,negative
S000155,2025-10-03 00:29:00,树洞,被同学误会了，解释也没人听... 分享给大家~,negative
S000155,2025-11-11 06:03:00,校园论坛,考试终于结束了，感觉发挥得不错！ 给自己加油！,positive
S000155,2025-11-17 15:15:00,校园论坛,小组项目进展顺利，大家配合得很好。 #记录,positive
S000156,2025-09-09 09:30:00,匿名留言板,今天的午餐特别好吃，食堂阿姨太棒了！ #校园生活,positive
S000156,2025-10-12 11:57:00,树洞,最近压力好大，睡不着觉。 #今天,negative
S000156,2025-10-29 23:37:00,匿名留言板,考试没考好，心情很低落...,negative
S000156,2025-11-07 06:44:00,匿名留言板,考试终于结束了，感觉发挥得不错！,positive
S000156,2025-11-18 21:44:00,校园论坛,图书馆二楼的自习室比较安静。 分享给大家~,neutral
S000156,2025-11-20 16:05:00,校园论坛,连续几天失眠，白天没精神。 加油！,negative
S000157,2025-10-23 01:21:00,匿名留言板,感觉自己什么都做不好，好失败...,negative
S000157,2025-10-30 20:50:00,树洞,周末和室友一起去看了电影，很放松！ 希望明天会更好,positive
S000157,2025-11-17 10:16:00,树洞,连续几天失眠，白天没精神。 #校园生活,negative
S000157,2025-11-18 07:45:00,校园论坛,周末和室友一起去看了电影，很放松！,positive
S000157,2025-11-18 18:31:00,树洞,被同学误会了，解释也没人听... #记录,negative
S000157,2025-11-28 09:16:00,匿名留言板,学校最近在举办运动会报名。 #日常,neutral
S000158,2025-09-27 18:43:00,树洞,生活费快花完了，又不好意思向家里要...,negative
S000158,2025-10-12 00:07:00,匿名留言板,快递到了，要去菜鸟驿站取。 #今天,neutral
S000158,2025-10-29 17:57:00,校园论坛,每天都很忙碌但又觉得没有意义... 加油！,negative
S000158,2025-11-01 15:51:00,校园论坛,收到了心仪公司的offer，太激动了！ #记录,positive
S000158,2025-11-06 09:36:00,匿名留言板,快递到了，要去菜鸟驿站取。 分享给大家~,neutral
S000158,2025-11-18 00:53:00,树洞,今天的阳光很温暖，适合出去走走。 #校园生活,positive
S000159,2025-09-26 02:28:00,校园论坛,被同学误会了，解释也没人听... 分享给大家~,negative
S000159,2025-10-06 00:21:00,匿名留言板,电脑风扇声音很大，该清灰了。,neutral
S000159,2025-10-09 06:33:00,匿名留言板,感觉好孤独，没有人理解我... #校园生活,negative
S000159,2025-10-14 15:46:00,校园论坛,学校最近在举办运动会报名。 #校园生活,neutral
S000159,2025-10-20 05:38:00,树洞,和同学讨论问题很有收获，团队合作很重要。 加油！,positive
S000159,2025-11-30 01:17:00,校园论坛,被同学误会了，解释也没人听...,negative
S000160,2025-09-13 16:43:00,校园论坛,周末打算去超市买点日用品。 加油！,neutral
S000160,2025-10-12 06:12:00,匿名留言板,今天被老师表扬了，有点小骄傲！ #校园生活,positive
S000160,2025-10-20 22:55:00,树洞,今天感觉好累，什么都不想做。 #日常,negative
S000160,2025-11-24 23:19:00,树洞,和同学讨论问题很有收获，团队合作很重要。 给自己加油！,positive
S000160,2025-11-25 03:17:00,校园论坛,今天的午餐特别好吃，食堂阿姨太棒了！,positive
S000160,2025-11-27 19:55:00,校园论坛,今天尝试了一道新菜，很成功！,positive
S000161,2025-09-23 22:38:00,校园论坛,今天食堂推出了新菜品，排队的人很多。 希望明天会更好,neutral
S000161,2025-10-05 04:45:00,校园论坛,图书馆二楼的自习室比较安静。,neutral
S000161,2025-10-10 19:57:00,校园论坛,最近总是莫名的焦虑不安。,negative
S000161,2025-10-13 06:45:00,树洞,电脑风扇声音很大，该清灰了。,neutral
S000161,2025-10-31 21:03:00,校园论坛,考试终于结束了，感觉发挥得不错！,positive
S000161,2025-11-19 17:32:00,匿名留言板,今天被老师表扬了，有点小骄傲！ #校园生活,positive
S000162,2025-09-09 15:07:00,校园论坛,最近总是莫名的焦虑不安。,negative
S000162,2025-09-19 19:16:00,匿名留言板,下节课换到了更大的教室。,neutral
S000162,2025-10-15 19:36:00,树洞,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ #今天,positive
S000162,2025-10-30 18:08:00,校园论坛,今天尝试了一道新菜，很成功！,positive
S000162,2025-11-25 10:50:00,校园论坛,快递到了，要去菜鸟驿站取。 #记录,neutral
S000162,2025-11-27 20:45:00,树洞,下周有社团活动，需要招募志愿者。,neutral
S000163,2025-09-10 23:59:00,匿名留言板,下周有社团活动，需要招募志愿者。,neutral
S000163,2025-09-14 10:35:00,校园论坛,学校最近在举办运动会报名。 分享给大家~,neutral
S000163,2025-10-20 02:21:00,匿名留言板,解决了困扰我好久的问题，太开心了！ #今天,positive
S000163,2025-10-26 18:50:00,匿名留言板,最近食欲不好，什么都不想吃。,negative
S000163,2025-10-30 10:35:00,校园论坛,今天尝试了一道新菜，很成功！,positive
S000163,2025-11-15 13:15:00,树洞,电脑风扇声音很大，该清灰了。,neutral
S000164,2025-10-09 18:50:00,匿名留言板,学校最近在举办运动会报名。 #今天,neutral
S000164,2025-10-15 02:37:00,树洞,天气凉爽，适合跑步，感觉状态很好。 #今天,positive
S000164,2025-10-20 19:36:00,树洞,感觉自己什么都做不好，好失败... 给自己加油！,negative
S000164,2025-10-22 02:38:00,校园论坛,和新同学认识聊得很愉快，交到了新朋友。 #今天,positive
S000164,2025-11-21 00:48:00,匿名留言板,收到了心仪公司的offer，太激动了！ #记录,positive
S000164,2025-11-22 21:03:00,树洞,收到了心仪公司的offer，太激动了！ 希望明天会更好,positive
S000165,2025-10-08 01:23:00,匿名留言板,食堂今天的菜色和昨天差不多。,neutral
S000165,2025-10-16 03:55:00,校园论坛,今天天气真好，心情也很棒！,positive
S000165,2025-10-17 13:09:00,校园论坛,收到了心仪公司的offer，太激动了！,positive
S000165,2025-11-09 06:42:00,匿名留言板,收到了心仪公司的offer，太激动了！,positive
S000165,2025-11-15 12:40:00,校园论坛,人际交往好复杂，感觉好累。 #今天,negative
S000165,2025-11-22 00:09:00,校园论坛,下周有社团活动，需要招募志愿者。 给自己加油！,neutral
S000166,2025-09-18 02:08:00,树洞,手机内存不够了，需要清理一下。 #记录,neutral
S000166,2025-10-18 03:37:00,匿名留言板,最近压力好大，睡不着觉。,negative
S000166,2025-11-09 18:23:00,校园论坛,考试终于结束了，感觉发挥得不错！ 希望明天会更好,positive
S000166,2025-11-10 14:24:00,匿名留言板,今天和室友闹矛盾了，心情很差。 #今天,negative
S000166,2025-11-13 15:54:00,校园论坛,耳机丢了，最近只能外放了。 #日常,neutral
S000166,2025-11-29 19:59:00,匿名留言板,今天和室友闹矛盾了，心情很差。 #记录,negative
S000167,2025-10-16 09:18:00,校园论坛,和新同学认识聊得很愉快，交到了新朋友。 加油！,positive
S000167,2025-10-31 14:32:00,校园论坛,图书馆二楼的自习室比较安静。 加油！,neutral
S000167,2025-10-31 20:47:00,匿名留言板,图书馆九点闭馆，需要早点去。 给自己加油！,neutral
S000167,2025-11-07 08:29:00,校园论坛,论文写不出来，deadline又快到了。 希望明天会更好,negative
S000167,2025-11-12 08:03:00,匿名留言板,图书馆二楼的自习室比较安静。,neutral
S000167,2025-11-14 09:39:00,匿名留言板,今天的阳光很温暖，适合出去走走。 分享给大家~,positive
S000168,2025-09-11 04:38:00,匿名留言板,这周生活费还剩一半，需要省着点花。 #记录,neutral
S000168,2025-09-17 16:04:00,校园论坛,下个月有英语四级考试，要开始准备了。 #日常,neutral
S000168,2025-10-06 08:54:00,校园论坛,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ 希望明天会更好,positive
S000168,2025-11-15 23:09:00,校园论坛,室友今天生日，准备买个蛋糕。,neutral
S000168,2025-11-24 09:51:00,校园论坛,今天上了三节课，分别是高数、英语和体育。 #日常,neutral
S000168,2025-11-29 07:31:00,校园论坛,天气凉爽，适合跑步，感觉状态很好。,positive
S000169,2025-09-13 17:40:00,树洞,每天都很忙碌但又觉得没有意义... 希望明天会更好,negative
S000169,2025-10-15 01:41:00,校园论坛,运动完之后整个人都轻松了，强烈推荐大家多锻炼！,positive
S000169,2025-10-22 15:19:00,校园论坛,感觉和周围的人格格不入。,negative
S000169,2025-10-23 12:15:00,匿名留言板,天气预报说明天会下雨，记得带伞。,neutral
S000169,2025-10-28 12:43:00,树洞,论文写不出来，deadline又快到了。 给自己加油！,negative
S000169,2025-11-30 12:30:00,校园论坛,天气凉爽，适合跑步，感觉状态很好。 #今天,positive
S000170,2025-09-04 19:05:00,树洞,和新同学认识聊得很愉快，交到了新朋友。 给自己加油！,positive
S000170,2025-09-25 16:21:00,匿名留言板,天气预报说明天会下雨，记得带伞。 #校园生活,neutral
S000170,2025-10-05 10:17:00,匿名留言板,运动完之后整个人都轻松了，强烈推荐大家多锻炼！ #日常,positive
S000170,2025-10-21 14:49:00,匿名留言板,今天作业不多，可以早点休息。 加油！,neutral
S000170,2025-11-26 00:53:00,匿名留言板,收到了好朋友的礼物，感动！,positive
S000170,2025-11-27 14:22:00,校园论坛,和同学讨论问题很有收获，团队合作很重要。 #日常,positive
S000171,2025-09-10 08:49:00,树洞,图书馆的氛围很好，学习效率很高。 #校园生活,positive
S000171,2025-09-17 12:42:00,树洞,图书馆二楼的自习室比较安静。,neutral
S000171,2025-09-28 19:40:00,树洞,运动完之后整个人都轻松了，强烈推荐大家多锻炼！,positive
S000171,2025-10-04 08:11:00,匿名留言板,被同学误会了，解释也没人听...,negative
S000171,2025-10-06 13:44:00,校园论坛,快递到了，要去菜鸟驿站取。 #日常,neutral
S000171,2025-11-29 05:16:00,校园论坛,和朋友们一起吃饭好开心呀！ 给自己加油！,positive
S000172,2025-09-10 18:46:00,树洞,今天尝试了一道新菜，很成功！,positive
S000172,2025-09-20 20:40:00,校园论坛,考试终于结束了，感觉发挥得不错！ 给自己加油！,positive
S000172,2025-09-20 22:21:00,匿名留言板,图书馆二楼的自习室比较安静。,neutral
S000172,2025-09-23 20:31:00,校园论坛,今天被老师表扬了，有点小骄傲！ #今天,positive
S000172,2025-11-02 15:27:00,校园论坛,最近压力好大，睡不着觉。 分享给大家~,negative
S000172,2025-11-22 03:58:00,校园论坛,期末复习太累了，脑子转不动。,negative
S000173,2025-10-08 20:12:00,匿名留言板,考试终于结束了，感觉发挥得不错！ #今天,positive
S000173,2025-10-09 22:24:00,校园论坛,室友今天生日，准备买个蛋糕。 #记录,neutral
S000173,2025-10-16 10:43:00,树洞,考试没考好，心情很低落... 给自己加油！,negative
S000173,2025-10-20 22:52:00,匿名留言板,明天有小组会议，要准备一下PPT。 希望明天会更好,neutral
S000173,2025-11-20 14:47:00,校园论坛,考试终于结束了，感觉发挥得不错！,positive
S000173,2025-11-22 02:23:00,树洞,今天的课好难，完全听不懂。,negative
S000174,2025-09-06 12:07:00,树洞,天气凉爽，适合跑步，感觉状态很好。 #记录,positive
S000174,2025-11-02 20:01:00,校园论坛,连续几天失眠，白天没精神。,negative
S000174,2025-11-08 04:47:00,匿名留言板,最近压力好大，睡不着觉。,negative
S000174,2025-11-08 14:01:00,匿名留言板,考试终于结束了，感觉发挥得不错！ #校园生活,positive
S000174,2025-11-15 07:31:00,校园论坛,感觉和周围的人格格不入。 给自己加油！,negative
S000174,2025-11-23 04:00:00,树洞,考试终于结束了，感觉发挥得不错！ #日常,positive
S000175,2025-09-13 14:39:00,树洞,解决了困扰我好久的问题，太开心了！,positive
S000175,2025-09-14 03:31:00,校园论坛,连续几天失眠，白天没精神。,negative
S000175,2025-09-26 13:21:00,校园论坛,下节课换到了更大的教室。 #校园生活,neutral
S000175,2025-10-13 02:07:00,匿名留言板,收到了好朋友的礼物，感动！,positive
S000175,2025-11-10 05:28:00,校园论坛,解决了困扰我好久的问题，太开心了！,positive
S000175,2025-11-27 18:34:00,匿名留言板,周末和室友一起去看了电影，很放松！,positive
S000176,2025-09-01 05:59:00,校园论坛,解决了困扰我好久的问题，太开心了！ #日常,positive
S000176,2025-10-01 05:39:00,匿名留言板,明天早八有课，要定闹钟了。,neutral
S000176,2025-10-31 22:08:00,校园论坛,今天的午餐特别好吃，食堂阿姨太棒了！ 分享给大家~,positive
S000176,2025-11-11 07:12:00,匿名留言板,天气凉爽，适合跑步，感觉状态很好。,positive
S000176,2025-11-18 02:40:00,校园论坛,学校最近在举办运动会报名。 #校园生活,neutral
S000176,2025-11-20 19:24:00,校园论坛,今天上了三节课，分别是高数、英语和体育。 #记录,neutral
S000177,2025-09-07 17:11:00,匿名留言板,今天天气真好，心情也很棒！ #记录,positive
S000177,2025-09-10 07:46:00,校园论坛,今天摔了一跤，膝盖好疼... #校园生活,negative
S000177,2025-09-15 04:43:00,校园论坛,下周有社团活动，需要招募志愿者。 #记录,neutral
S000177,2025-10-13 19:51:00,校园论坛,今天食堂推出了新菜品，排队的人很多。,neutral
S000177,2025-11-09 16:14:00,校园论坛,感觉自己什么都做不好，好失败... #日常,negative
S000177,2025-11-25 01:03:00,校园论坛,学校最近在举办运动会报名。,neutral
S000178,2025-09-07 13:09:00,校园论坛,和新同学认识聊得很愉快，交到了新朋友。 #记录,positive
S000178,2025-09-17 01:44:00,校园论坛,期末复习太累了，脑子转不动。,negative
S000178,2025-10-18 04:29:00,校园论坛,室友今天生日，准备买个蛋糕。 #日常,neutral
S000178,2025-10-23 06:24:00,匿名留言板,图书馆九点闭馆，需要早点去。 #记录,neutral
S000178,2025-10-30 14:26:00,树洞,今天的阳光很温暖，适合出去走走。,positive
S000178,2025-11-26 10:14:00,校园论坛,快递到了，要去菜鸟驿站取。,neutral
S000179,2025-09-28 18:30:00,匿名留言板,下个月有英语四级考试，要开始准备了。,neutral
S000179,2025-10-02 07:20:00,树洞,最近食欲不好，什么都不想吃。 希望明天会更好,negative
S000179,2025-11-04 01:27:00,树洞,被同学误会了，解释也没人听... 加油！,negative
S000179,2025-11-10 07:05:00,树洞,论文写不出来，deadline又快到了。 #记录,negative
S000179,2025-11-13 00:26:00,匿名留言板,食堂今天的菜色和昨天差不多。 #记录,neutral
S000179,2025-11-17 05:50:00,匿名留言板,明天早八有课，要定闹钟了。,neutral
S000180,2025-09-28 04:22:00,校园论坛,和朋友们一起吃饭好开心呀！,positive
S000180,2025-10-10 05:45:00,匿名留言板,今天摔了一跤，膝盖好疼... 加油！,negative
S000180,2025-10-18 20:29:00,校园论坛,今天上了三节课，分别是高数、英语和体育。 给自己加油！,neutral
S000180,2025-10-28 15:15:00,匿名留言板,今天天气真好，心情也很棒！ 加油！,positive
S000180,2025-10-29 14:49:00,匿名留言板,图书馆的氛围很好，学习效率很高。,positive
S000180,2025-11-28 10:33:00,匿名留言板,收到了好朋友的礼物，感动！ #日常,positive
S000181,2025-09-08 16:58:00,校园论坛,食堂今天的菜色和昨天差不多。,neutral
S000181,2025-09-09 17:45:00,校园论坛,这周生活费还剩一半，需要省着点花。 #校园生活,neutral
S000181,2025-09-15 20:30:00,校园论坛,图书馆二楼的自习室比较安静。 加油！,neutral
S000181,2025-09-29 10:22:00,校园论坛,耳机丢了，最近只能外放了。 给自己加油！,neutral
S000181,2025-10-30 19:02:00,匿名留言板,今天和室友闹矛盾了，心情很差。 给自己加油！,negative
S000181,2025-11-18 17:36:00,树洞,图书馆九点闭馆，需要早点去。 希望明天会更好,neutral
S000182,2025-09-07 02:23:00,匿名留言板,被同学误会了，解释也没人听... 分享给大家~,negative
S000182,2025-09-10 03:10:00,校园论坛,收到了心仪公司的offer，太激动了！ #记录,positive
S000182,2025-09-16 15:45:00,校园论坛,感觉和周围的人格格不入。 #日常,negative
S000182,2025-09-27 16:40:00,匿名留言板,收到了好朋友的礼物，感动！ 给自己加油！,positive
S000182,2025-10-18 21:44:00,树洞,图书馆九点闭馆，需要早点去。,neutral
S000182,2025-10-29 02:05:00,树洞,今天和室友闹矛盾了，心情很差。 #日常,negative
S000183,2025-09-03 07:53:00,匿名留言板,快递到了，要去菜鸟驿站取。 #今天,neutral
S000183,2025-09-17 15:22:00,校园论坛,今天感觉好累，什么都不想做。 #日常,negative
S000183,2025-10-04 07:30:00,校园论坛,想家了，好想回家...,negative
S000183,2025-10-07 14:10:00,匿名留言板,天气预报说明天会下雨，记得带伞。 加油！,neutral
S000183,2025-11-10 14:29:00,校园论坛,对未来很迷茫，不知道该怎么办。 #日常,negative
S000183,2025-11-23 20:50:00,匿名留言板,今天摔了一跤，膝盖好疼... 给自己加油！,negative
S000184,2025-09-06 10:36:00,校园论坛,今天的午餐特别好吃，食堂阿姨太棒了！ #校园生活,positive
S000184,2025-09-19 14:59:00,匿名留言板,今天感觉好累，什么都不想做。 加油！,negative
S000184,2025-09-24 05:53:00,校园论坛,这周生活费还剩一半，需要省着点花。,neutral
S000184,2025-11-04 10:41:00,树洞,下周有社团活动，需要招募志愿者。 #日常,neutral
S000184,2025-11-09 05:34:00,树洞,今天感觉好累，什么都不想做。 #今天,negative
S000184,2025-11-11 22:02:00,校园论坛,室友今天生日，准备买个蛋糕。,neutral
S000185,2025-09-25 18:33:00,校园论坛,今天的午餐特别好吃，食堂阿姨太棒了！,positive
S000185,2025-11-01 01:08:00,校园论坛,明天有小组会议，要准备一下PPT。 #日常,neutral
S000185,2025-11-02 10:38:00,校园论坛,食堂今天的菜色和昨天差不多。 给自己加油！,neutral
S000185,2025-11-08 14:43:00,校园论坛,图书馆九点闭馆，需要早点去。 分享给大家~,neutral
S000185,2025-11-13 21:09:00,匿名留言板,今天食堂推出了新菜品，排队的人很多。 #校园生活,neutral
S000185,2025-11-19 07:28:00,匿名留言板,今天的课好难，完全听不懂。,negative
S000186,2025-09-19 22:54:00,校园论坛,人际交往好复杂，感觉好累。 #校园生活,negative
S000186,2025-09-27 09:30:00,校园论坛,耳机丢了，最近只能外放了。 #校园生活,neutral
S000186,2025-10-15 11:19:00,校园论坛,电脑风扇声音很大，该清灰了。,neutral
S000186,2025-10-25 23:57:00,校园论坛,今天摔了一跤，膝盖好疼... 希望明天会更好,negative
S000186,2025-10-27 23:26:00,树洞,学校最近在举办运动会报名。,neutral
S000186,2025-11-15 12:05:00,校园论坛,今天的午餐特别好吃，食堂阿姨太棒了！ #今天,positive
S000187,2025-09-09 19:47:00,校园论坛,被同学误会了，解释也没人听... 希望明天会更好,negative
S000187,2025-10-19 09:35:00,校园论坛,想家了，好想回家... 希望明天会更好,negative
S000187,2025-10-30 22:36:00,校园论坛,这周生活费还剩一半，需要省着点花。,neutral
S000187,2025-11-11 23:29:00,校园论坛,今天天气真好，心情也很棒！,positive
S000187,2025-11-21 20:30:00,校园论坛,和同学讨论问题很有收获，团队合作很重要。 #今天,positive
S000187,2025-11-28 20:15:00,树洞,今天的午餐特别好吃，食堂阿姨太棒了！ #记录,positive
S000188,2025-10-04 20:43:00,匿名留言板,感觉好孤独，没有人理解我... #校园生活,negative
S000188,2025-10-30 22:08:00,校园论坛,考试没考好，心情很低落... #日常,negative
S000188,2025-11-05 06:49:00,匿名留言板,明天有小组会议，要准备一下PPT。 希望明天会更好,neutral
S000188,2025-11-09 10:55:00,匿名留言板,想家了，好想回家... #日常,negative
S000188,2025-11-13 00:54:00,校园论坛,解决了困扰我好久的问题，太开心了！,positive
S000188,2025-11-21 11:03:00,树洞,天气凉爽，适合跑步，感觉状态很好。 给自己加油！,positive
S000189,2025-09-03 15:22:00,树洞,生活费快花完了，又不好意思向家里要...,negative
S000189,2025-09-21 03:13:00,匿名留言板,完成了一个月的早起打卡计划，坚持就是胜利！,positive
S000189,2025-11-06 09:23:00,树洞,手机内存不够了，需要清理一下。 #校园生活,neutral
S000189,2025-11-11 19:44:00,匿名留言板,耳机丢了，最近只能外放了。 分享给大家~,neutral
S000189,2025-11-28 11:06:00,校园论坛,生活费快花完了，又不好意思向家里要...,negative
S000189,2025-11-29 03:26:00,树洞,最近压力好大，睡不着觉。,negative
S000190,2025-09-05 21:32:00,树洞,被同学误会了，解释也没人听...,negative
S000190,2025-09-06 02:19:00,树洞,明天有小组会议，要准备一下PPT。,neutral
S000190,2025-09-15 02:01:00,校园论坛,手机内存不够了，需要清理一下。,neutral
S000190,2025-09-16 07:08:00,校园论坛,这周生活费还剩一半，需要省着点花。 加油！,neutral
S000190,2025-09-17 06:08:00,匿名留言板,手机内存不够了，需要清理一下。 加油！,neutral
S000190,2025-11-16 16:48:00,校园论坛,天气预报说明天会下雨，记得带伞。 加油！,neutral
S000191,2025-09-13 06:58:00,匿名留言板,被同学误会了，解释也没人听... #校园生活,negative
S000191,2025-09-24 14:43:00,树洞,天气预报说明天会下雨，记得带伞。 #校园生活,neutral
S000191,2025-09-25 09:10:00,树洞,电脑风扇声音很大，该清灰了。,neutral
S000191,2025-09-27 18:57:00,校园论坛,完成了所有作业，可以好好休息一下了。,positive
S000191,2025-10-06 18:22:00,匿名留言板,论文写不出来，deadline又快到了。 加油！,negative
